antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'总胆固醇_High', '氯_High', '葡萄糖_High'})","frozenset({'低密度脂蛋白_High', '糖化血红蛋白_High'})",0.09247842170160296,0.2404438964241677,0.06288532675709001,0.6799999999999999,2.8281025641025637,1.0,0.040649454707999286,2.3736128236744753,0.7122762148337596,0.2328767123287671,0.5787012987012987,0.4707692307692307
"frozenset({'总胆固醇_High', '氯_High', 'Dept_内分泌代谢科', '葡萄糖_High'})","frozenset({'低密度脂蛋白_High', '糖化血红蛋白_High'})",0.08723797780517879,0.2404438964241677,0.05887792848335388,0.6749116607773851,2.806940291745945,1.0,0.03790208918371163,2.3364606229560922,0.7052661917316033,0.2190366972477064,0.5720022027442522,0.45989172782459
"frozenset({'总胆固醇_High', '氯_High', '葡萄糖_High'})","frozenset({'低密度脂蛋白_High', 'Dept_内分泌代谢科', '糖化血红蛋白_High'})",0.09247842170160296,0.22749691738594327,0.05887792848335388,0.6366666666666666,2.7985727190605236,1.0,0.037839372621521886,2.1261552732496973,0.708164978374687,0.2255017709563164,0.5296674647512636,0.4477371273712737
"frozenset({'总胆固醇_High', 'Dept_内分泌代谢科', '葡萄糖_High'})","frozenset({'低密度脂蛋白_High', '糖化血红蛋白_High'})",0.17324290998766953,0.2404438964241677,0.11251541307028361,0.6494661921708186,2.701113240259148,1.0,0.070860212764987,2.166855483297552,0.7617500740604539,0.3735926305015354,0.5385017562508667,0.5587074550597683
"frozenset({'总胆固醇_High', '葡萄糖_High'})","frozenset({'低密度脂蛋白_High', '糖化血红蛋白_High'})",0.1846485819975339,0.2404438964241677,0.11960542540073983,0.647746243739566,2.6939600188348103,1.0,0.07520780087605536,2.156275384084946,0.7712002806306395,0.39152371342078707,0.5362373436246559,0.5725910705877317
"frozenset({'总胆固醇_High', '葡萄糖_High'})","frozenset({'低密度脂蛋白_High', 'Dept_内分泌代谢科', '糖化血红蛋白_High'})",0.1846485819975339,0.22749691738594327,0.11251541307028361,0.609348914858097,2.678493062059169,1.0,0.07050842986615907,1.9774758396829921,0.7685713545847686,0.37551440329218116,0.4943048203510242,0.5519644303287775
"frozenset({'总胆固醇_High', '高密度脂蛋白_Low', '糖化血红蛋白_High'})","frozenset({'低密度脂蛋白_High', '葡萄糖_High'})",0.12083847102342787,0.2746609124537608,0.08692971639950678,0.7193877551020408,2.6191850477564764,1.0,0.05374011168869475,2.5848447483465975,0.7031720927456655,0.2817182817182817,0.6131295697199406,0.5179430358001786
"frozenset({'总胆固醇_High', 'Dept_内分泌代谢科', '高密度脂蛋白_Low', '糖化血红蛋白_High'})","frozenset({'低密度脂蛋白_High', '葡萄糖_High'})",0.11374845869297164,0.2746609124537608,0.08168927250308261,0.7181571815718157,2.6147047104590015,1.0,0.0504470170482621,2.5735588779284835,0.696808531583265,0.2663316582914573,0.6114330204075522,0.50778790616189
"frozenset({'总胆固醇_High', '糖化血红蛋白_High'})","frozenset({'低密度脂蛋白_High', '葡萄糖_High'})",0.16676942046855733,0.2746609124537608,0.11960542540073983,0.7171903881700555,2.6111847578267793,1.0,0.07380038420546098,2.5647610873367026,0.740529804608091,0.37164750957854403,0.6101001356666639,0.5763280784845788
"frozenset({'总胆固醇_High', 'Dept_内分泌代谢科', '糖化血红蛋白_High'})","frozenset({'低密度脂蛋白_High', '葡萄糖_High'})",0.15721331689272502,0.2746609124537608,0.11251541307028361,0.715686274509804,2.6057085011333383,1.0,0.0693350600026455,2.5511926527488424,0.731178162359331,0.3523166023166024,0.6080264660050168,0.5626691754142735
"frozenset({'总胆固醇_High', '高密度脂蛋白_Low', '糖化血红蛋白_High'})","frozenset({'Dept_内分泌代谢科', '低密度脂蛋白_High', '葡萄糖_High'})",0.12083847102342787,0.25986436498150434,0.08168927250308261,0.6760204081632653,2.601435592030406,1.0,0.05028765996524361,2.284513141159451,0.7002090555452644,0.27319587628865977,0.562269972545453,0.4951869537850727
"frozenset({'总胆固醇_High', '高密度脂蛋白_Low', 'Dept_内分泌代谢科', '葡萄糖_High'})","frozenset({'低密度脂蛋白_High', '糖化血红蛋白_High'})",0.13070283600493218,0.2404438964241677,0.08168927250308261,0.625,2.5993589743589745,1.0,0.05026257334036772,2.025482942868886,0.7078014184397162,0.2822151224707135,0.5062905844155845,0.4823717948717949
"frozenset({'总胆固醇_High', '氯_High', '糖化血红蛋白_High'})","frozenset({'低密度脂蛋白_High', '葡萄糖_High'})",0.08816276202219482,0.2746609124537608,0.06288532675709001,0.7132867132867132,2.596972051517506,1.0,0.03867046209563021,2.529841207783224,0.6743924750427555,0.20966084275436794,0.6047182736515503,0.47112147112147107
"frozenset({'总胆固醇_High', '糖化血红蛋白_High'})","frozenset({'Dept_内分泌代谢科', '低密度脂蛋白_High', '葡萄糖_High'})",0.16676942046855733,0.25986436498150434,0.11251541307028361,0.6746765249537894,2.5962641126335617,1.0,0.06917798352188846,2.275076014460263,0.7378883939205043,0.35819430814524045,0.5604542469596387,0.5538269932005009
"frozenset({'总胆固醇_High', '骨钙素(N-MID)_Low', 'Dept_内分泌代谢科'})","frozenset({'低密度脂蛋白_High', '葡萄糖_High'})",0.08785450061652281,0.2746609124537608,0.06257706535141801,0.7122807017543861,2.5933093114379666,1.0,0.03844686804891437,2.5209956091546126,0.6735683237413785,0.2086330935251799,0.6033313202257664,0.47005729812747366
"frozenset({'总胆固醇_High', '高密度脂蛋白_Low', '葡萄糖_High'})","frozenset({'低密度脂蛋白_High', '糖化血红蛋白_High'})",0.13964241676942046,0.2404438964241677,0.08692971639950678,0.6225165562913907,2.589030395652912,1.0,0.05335354960537979,2.0121573971921167,0.7133720088125205,0.2965299684542587,0.5030209856368797,0.4920275089149261
"frozenset({'总胆固醇_High', '骨钙素(N-MID)_Low'})","frozenset({'Dept_内分泌代谢科', '低密度脂蛋白_High', '葡萄糖_High'})",0.09309494451294698,0.25986436498150434,0.06257706535141801,0.6721854304635763,2.586677979150464,1.0,0.03838500671257266,2.2577874926826844,0.6763704192382783,0.21549893842887474,0.5570885199599506,0.45649603670272526
"frozenset({'总胆固醇_High', '骨钙素(N-MID)_Low'})","frozenset({'低密度脂蛋白_High', '葡萄糖_High'})",0.09309494451294698,0.2746609124537608,0.0659679408138101,0.7086092715231788,2.5799421737611583,1.0,0.04039839840905186,2.4892318686245933,0.6752574699644847,0.21859039836567923,0.5982696459078589,0.4743944225180428
"frozenset({'总胆固醇_High', '高密度脂蛋白_Low', '葡萄糖_High'})","frozenset({'低密度脂蛋白_High', 'Dept_内分泌代谢科', '糖化血红蛋白_High'})",0.13964241676942046,0.22749691738594327,0.08168927250308261,0.5849889624724062,2.5714148973719317,1.0,0.049921053151716306,1.8614037043838707,0.7102965732171469,0.2861771058315335,0.4627710272388211,0.472033776629157
"frozenset({'总胆固醇_High', '氯_High', '糖化血红蛋白_High'})","frozenset({'Dept_内分泌代谢科', '低密度脂蛋白_High', '葡萄糖_High'})",0.08816276202219482,0.25986436498150434,0.05887792848335388,0.6678321678321678,2.569925922239089,1.0,0.035967568315440734,2.228197806476734,0.6699482103727932,0.2036247334754797,0.5512068106820293,0.4472019676646011
"frozenset({'总胆固醇_High', '氯_High', 'Dept_内分泌代谢科', '糖化血红蛋白_High'})","frozenset({'低密度脂蛋白_High', '葡萄糖_High'})",0.08384710234278668,0.2746609124537608,0.05887792848335388,0.7022058823529411,2.556628375255826,1.0,0.03584840684728023,2.435706565587371,0.6645832305708428,0.19650205761316872,0.5894415139621508,0.4582858816927444
"frozenset({'总胆固醇_High', '骨钙素(N-MID)_Low'})","frozenset({'低密度脂蛋白_High', '糖化血红蛋白_High'})",0.09309494451294698,0.2404438964241677,0.05579531442663378,0.5993377483443708,2.4926303277296653,1.0,0.03341120323054912,1.8957515973545562,0.6602867219278049,0.2008879023307436,0.47250473036896873,0.4156945151978264
"frozenset({'总胆固醇_High', '骨钙素(N-MID)_Low', 'Dept_内分泌代谢科'})","frozenset({'低密度脂蛋白_High', '糖化血红蛋白_High'})",0.08785450061652281,0.2404438964241677,0.05240443896424168,0.5964912280701755,2.4807917228969862,1.0,0.03128036051760549,1.8823781697314108,0.6543943701170905,0.18994413407821228,0.4687571200729097,0.40721997300944673
"frozenset({'总胆固醇_High', '骨钙素(N-MID)_Low'})","frozenset({'低密度脂蛋白_High', 'Dept_内分泌代谢科', '糖化血红蛋白_High'})",0.09309494451294698,0.22749691738594327,0.05240443896424168,0.5629139072847682,2.4743803729428024,1.0,0.031225626063330805,1.7673934162836753,0.6570240332706843,0.19540229885057475,0.4341950180493967,0.39663310540390173
"frozenset({'总胆固醇_High', '氯_High', 'Dept_内分泌代谢科'})","frozenset({'低密度脂蛋白_High', '糖化血红蛋白_High'})",0.1279284833538841,0.2404438964241677,0.07459926017262639,0.5831325301204819,2.4252332406549275,1.0,0.04383963717138421,1.8220565490402914,0.6738765267638303,0.2539349422875131,0.45116961351901114,0.4466944701884461
"frozenset({'总胆固醇_High', 'Dept_内分泌代谢科'})","frozenset({'低密度脂蛋白_High', '糖化血红蛋白_High'})",0.24198520345252775,0.2404438964241677,0.13871763255240444,0.5732484076433121,2.3841254287114158,1.0,0.08053376735728371,1.779855347185159,0.7658939948488545,0.4035874439461883,0.43815658863429563,0.5750857422831945
"frozenset({'低密度脂蛋白_High', '糖化血红蛋白_High'})","frozenset({'总胆固醇_High', 'Dept_内分泌代谢科'})",0.2404438964241677,0.24198520345252775,0.13871763255240444,0.5769230769230769,2.3841254287114158,1.0,0.08053376735728371,1.7916713372940252,0.7643398268398269,0.4035874439461883,0.44186192010510833,0.5750857422831945
"frozenset({'总胆固醇_High', '氯_High'})","frozenset({'低密度脂蛋白_High', '糖化血红蛋白_High'})",0.1377928483353884,0.2404438964241677,0.07891491985203453,0.5727069351230425,2.3818734583835255,1.0,0.045783470498889346,1.7775998863790419,0.6728805416517698,0.26364572605561276,0.4374437084168628,0.4504560316640853
"frozenset({'总胆固醇_High', '氯_High'})","frozenset({'低密度脂蛋白_High', 'Dept_内分泌代谢科', '糖化血红蛋白_High'})",0.1377928483353884,0.22749691738594327,0.07459926017262639,0.5413870246085011,2.379755430663926,1.0,0.04325181193849672,1.6844335508706505,0.6724471615101185,0.2566277836691411,0.4063286144572935,0.4346501518706462
"frozenset({'低密度脂蛋白_High', '骨钙素(N-MID)_Low'})","frozenset({'总胆固醇_High', 'Dept_内分泌代谢科'})",0.13501849568434032,0.24198520345252775,0.07768187422934648,0.5753424657534246,2.3775935782217954,1.0,0.045009396081317155,1.785002585418241,0.669848623697519,0.25952626158599384,0.4397767217991499,0.4481807870168397
"frozenset({'低密度脂蛋白_High', '葡萄糖_High', '糖化血红蛋白_High'})","frozenset({'总胆固醇_High', 'Dept_内分泌代谢科'})",0.1963625154130703,0.24198520345252775,0.11251541307028361,0.5729984301412873,2.3679068883800456,1.0,0.06499858982760168,1.775203769855661,0.7188391632643409,0.34531693472090824,0.4366843868964359,0.5189832915037647
"frozenset({'低密度脂蛋白_High', '骨钙素(N-MID)_Low', '糖化血红蛋白_High'})","frozenset({'总胆固醇_High', 'Dept_内分泌代谢科'})",0.09155363748458693,0.24198520345252775,0.05240443896424168,0.5723905723905723,2.36539492590448,1.0,0.03024981337071494,1.772680272240939,0.6354118844687519,0.18640350877192982,0.43588247939610275,0.39447554097235626
"frozenset({'低密度脂蛋白_High', '骨钙素(N-MID)_Low', '葡萄糖_High'})","frozenset({'总胆固醇_High', 'Dept_内分泌代谢科'})",0.10943279901356351,0.24198520345252775,0.06257706535141801,0.571830985915493,2.363082443706827,1.0,0.03609594721774126,1.7703635050944255,0.647703962882822,0.21664887940234795,0.4351442530743633,0.41521485601507135
"frozenset({'总胆固醇_High', 'Dept_内分泌代谢科', '高密度脂蛋白_Low'})","frozenset({'低密度脂蛋白_High', '葡萄糖_High'})",0.17663378545006164,0.2746609124537608,0.11436498150431566,0.6474694589877836,2.3573411054504714,1.0,0.06585058482243991,2.0575212730890846,0.6993161045914943,0.3394327538883806,0.5139782936491161,0.5319277710202667
"frozenset({'总胆固醇_High', '氯_High', '糖化血红蛋白_High'})","frozenset({'低密度脂蛋白_High', 'Dept_内分泌代谢科'})",0.08816276202219482,0.3600493218249075,0.07459926017262639,0.8461538461538461,2.3501053740779767,1.0,0.04285631749632443,4.159679408138102,0.6300325772942407,0.1996699669966997,0.7595968578627538,0.526672813487882
"frozenset({'总胆固醇_High', '氯_High', 'Dept_内分泌代谢科', '高密度脂蛋白_Low'})","frozenset({'低密度脂蛋白_High', '糖化血红蛋白_High'})",0.09124537607891492,0.2404438964241677,0.05147965474722565,0.5641891891891893,2.3464483714483717,1.0,0.029540260992122803,1.7428574159569488,0.6314399694505156,0.18371837183718373,0.4262295981045982,0.3891458766458767
"frozenset({'高密度脂蛋白_Low', '总胆固醇_High'})","frozenset({'低密度脂蛋白_High', '葡萄糖_High'})",0.18958076448828606,0.2746609124537608,0.1220715166461159,0.6439024390243903,2.3443541102077687,1.0,0.07000109088808172,2.0369111362599868,0.7075884366679346,0.3567567567567567,0.5090605661687726,0.5441734417344173
"frozenset({'总胆固醇_High', '氯_High', '高密度脂蛋白_Low'})","frozenset({'低密度脂蛋白_High', '糖化血红蛋白_High'})",0.09741060419235512,0.2404438964241677,0.054870530209617754,0.5632911392405063,2.342713404738721,1.0,0.031448744984575526,1.7392733965939347,0.6350003069933076,0.19389978213507625,0.4250472628637186,0.39574813372281725
"frozenset({'低密度脂蛋白_High', '糖化血红蛋白_High'})",frozenset({'总胆固醇_High'}),0.2404438964241677,0.26140567200986436,0.1467324290998767,0.6102564102564102,2.3345186260280597,1.0,0.0838790307744469,1.8950775520799532,0.7526055876896213,0.4131944444444445,0.472317109712769,0.5857885824866956
frozenset({'总胆固醇_High'}),"frozenset({'低密度脂蛋白_High', '糖化血红蛋白_High'})",0.26140567200986436,0.2404438964241677,0.1467324290998767,0.5613207547169811,2.3345186260280597,1.0,0.0838790307744469,1.7314612253556603,0.7739650117142014,0.4131944444444445,0.4224531364861553,0.5857885824866956
frozenset({'总胆固醇_High'}),"frozenset({'低密度脂蛋白_High', 'Dept_内分泌代谢科', '糖化血红蛋白_High'})",0.26140567200986436,0.22749691738594327,0.13871763255240444,0.5306603773584906,2.332604693971468,1.0,0.07924864798295933,1.645936216222915,0.7734891485809682,0.39612676056338025,0.3924430423587165,0.570208237459733
"frozenset({'低密度脂蛋白_High', 'Dept_内分泌代谢科', '糖化血红蛋白_High'})",frozenset({'总胆固醇_High'}),0.22749691738594327,0.26140567200986436,0.13871763255240444,0.6097560975609756,2.3326046939714677,1.0,0.07924864798295933,1.8926479654747226,0.7395371109337588,0.39612676056338025,0.4716397247444928,0.570208237459733
"frozenset({'总胆固醇_High', 'Dept_内分泌代谢科'})",frozenset({'低密度脂蛋白_High'}),0.24198520345252775,0.3856350184956843,0.21763255240443896,0.8993630573248408,2.332161277347549,1.0,0.1243145839953415,6.104765955454278,0.7535646932641497,0.5308270676691729,0.8361935564283911,0.7318557892539472
frozenset({'低密度脂蛋白_High'}),"frozenset({'总胆固醇_High', 'Dept_内分泌代谢科'})",0.3856350184956843,0.24198520345252775,0.21763255240443896,0.5643485211830536,2.3321612773475486,1.0,0.1243145839953415,1.7399568999649317,0.9297619572185368,0.5308270676691729,0.42527312025938424,0.7318557892539472
"frozenset({'总胆固醇_High', '氯_High'})",frozenset({'低密度脂蛋白_High'}),0.1377928483353884,0.3856350184956843,0.12392108508014797,0.8993288590604027,2.3320725969559923,1.0,0.07078333746375744,6.102692149609538,0.6624821904065658,0.3101851851851852,0.8361378920180363,0.6103358923599376
"frozenset({'低密度脂蛋白_High', '骨钙素(N-MID)_Low', '糖化血红蛋白_High'})",frozenset({'总胆固醇_High'}),0.09155363748458693,0.26140567200986436,0.05579531442663378,0.6094276094276093,2.331348071914109,1.0,0.03186267429502783,1.8910561673540538,0.6286156724602414,0.18775933609958503,0.47119497703804863,0.4114355028270122
"frozenset({'低密度脂蛋白_High', '骨钙素(N-MID)_Low', 'Dept_内分泌代谢科', '糖化血红蛋白_High'})",frozenset({'总胆固醇_High'}),0.08600493218249075,0.26140567200986436,0.05240443896424168,0.6093189964157706,2.330932575911273,1.0,0.02992226187091487,1.890530435864659,0.6247158020037694,0.17763845350052246,0.47104792336091805,0.40489534726448906
"frozenset({'低密度脂蛋白_High', '葡萄糖_High', '糖化血红蛋白_High'})",frozenset({'总胆固醇_High'}),0.1963625154130703,0.26140567200986436,0.11960542540073983,0.609105180533752,2.3301146293060038,1.0,0.06827515010163884,1.88949633305107,0.7103160009332526,0.3536918869644485,0.4707584330765823,0.5333261751725363
"frozenset({'总胆固醇_High', '糖化血红蛋白_High'})","frozenset({'高密度脂蛋白_Low', '低密度脂蛋白_High', '葡萄糖_High'})",0.16676942046855733,0.22410604192355116,0.08692971639950678,0.5212569316081331,2.325938770477007,1.0,0.04955568166441394,1.6206896962137407,0.684163642708522,0.28600405679513186,0.38297873902931423,0.4545761962029662
"frozenset({'总胆固醇_High', '氯_High', 'Dept_内分泌代谢科'})",frozenset({'低密度脂蛋白_High'}),0.1279284833538841,0.3856350184956843,0.11467324290998766,0.8963855421686746,2.324440206870648,1.0,0.06533953986568772,5.929336449402112,0.6533740407530302,0.28748068006182376,0.8313470641220173,0.5968738262402126
"frozenset({'Dept_内分泌代谢科', '低密度脂蛋白_High', '葡萄糖_High', '糖化血红蛋白_High'})",frozenset({'总胆固醇_High'}),0.18526510480887792,0.26140567200986436,0.11251541307028361,0.6073211314475874,2.3232898000188364,1.0,0.06408606384774092,1.8809118267884388,0.6990934958717522,0.33671586715867163,0.4683429676193545,0.5188728298747372
"frozenset({'低密度脂蛋白_High', '骨钙素(N-MID)_Low'})",frozenset({'总胆固醇_High'}),0.13501849568434032,0.26140567200986436,0.08199753390875462,0.6073059360730594,2.3232316705436373,1.0,0.04670293331062867,1.88083904453302,0.6584708385361122,0.2607843137254902,0.46832239424916716,0.46049259067803916
"frozenset({'总胆固醇_High', '氯_High', '高密度脂蛋白_Low'})","frozenset({'低密度脂蛋白_High', 'Dept_内分泌代谢科', '糖化血红蛋白_High'})",0.09741060419235512,0.22749691738594327,0.05147965474722565,0.5284810126582279,2.3230249391101507,1.0,0.02931904257276262,1.6383286852754493,0.6309921141323911,0.1882750845546787,0.3896218695384243,0.37738413776542834
"frozenset({'总胆固醇_High', '高密度脂蛋白_Low'})","frozenset({'Dept_内分泌代谢科', '低密度脂蛋白_High', '葡萄糖_High'})",0.18958076448828606,0.25986436498150434,0.11436498150431566,0.6032520325203252,2.321411142937052,1.0,0.06509969652785907,1.8655058013785855,0.7023865058916767,0.34130634774609014,0.46395235047727407,0.5216734658449788
"frozenset({'总胆固醇_High', '氯_High', '糖化血红蛋白_High'})",frozenset({'低密度脂蛋白_High'}),0.08816276202219482,0.3856350184956843,0.07891491985203453,0.8951048951048951,2.321119328313573,1.0,0.04491627148897481,5.85694615700781,0.6242050160581475,0.19984387197501954,0.8292625588159956,0.5498705930360607
frozenset({'总胆固醇_High'}),frozenset({'低密度脂蛋白_High'}),0.26140567200986436,0.3856350184956843,0.2339704069050555,0.8950471698113208,2.3209696393828336,1.0,0.13316322574465467,5.853724767591686,0.7705794242050321,0.5664179104477612,0.8291685995323254,0.7508808990543414
frozenset({'低密度脂蛋白_High'}),frozenset({'总胆固醇_High'}),0.3856350184956843,0.26140567200986436,0.2339704069050555,0.6067146282973621,2.320969639382833,1.0,0.13316322574465467,1.8780111876334549,0.9263965380809116,0.5664179104477612,0.46752180893015133,0.7508808990543414
"frozenset({'总胆固醇_High', 'Dept_内分泌代谢科', '糖化血红蛋白_High'})","frozenset({'高密度脂蛋白_Low', '低密度脂蛋白_High', '葡萄糖_High'})",0.15721331689272502,0.22410604192355116,0.08168927250308261,0.5196078431372549,2.3185802519081915,1.0,0.04645681831658104,1.6151261984448526,0.6747870974865771,0.27263374485596703,0.3808533345797597,0.44205976751085585
"frozenset({'总胆固醇_High', '骨钙素(N-MID)_Low'})","frozenset({'低密度脂蛋白_High', 'Dept_内分泌代谢科'})",0.09309494451294698,0.3600493218249075,0.07768187422934648,0.8344370860927153,2.3175632767849046,1.0,0.04416310259213253,3.86530209617756,0.6268708253752442,0.20689655172413793,0.7412880092893874,0.5250952553751248
"frozenset({'低密度脂蛋白_High', '骨钙素(N-MID)_Low', 'Dept_内分泌代谢科'})",frozenset({'总胆固醇_High'}),0.1282367447595561,0.26140567200986436,0.07768187422934648,0.6057692307692307,2.3173530478955007,1.0,0.04416006178911727,1.8735075636822953,0.6520958218270807,0.24901185770750986,0.4662418132785411,0.4514695210449927
"frozenset({'总胆固醇_High', 'Dept_内分泌代谢科', '高密度脂蛋白_Low'})","frozenset({'低密度脂蛋白_High', '糖化血红蛋白_High'})",0.17663378545006164,0.2404438964241677,0.09833538840937114,0.5567190226876091,2.3153801405110306,1.0,0.05586487279560787,1.7134868005864248,0.6899790974462737,0.30851063829787234,0.4163946873370958,0.482846690830984
"frozenset({'总胆固醇_High', '氯_High', '葡萄糖_High'})","frozenset({'低密度脂蛋白_High', 'Dept_内分泌代谢科'})",0.09247842170160296,0.3600493218249075,0.07706535141800247,0.8333333333333334,2.3144977168949774,1.0,0.04376855840090251,3.839704069050556,0.6258152173913043,0.20525451559934318,0.73956326268465,0.5236872146118722
"frozenset({'总胆固醇_High', 'Dept_内分泌代谢科'})","frozenset({'低密度脂蛋白_High', '葡萄糖_High'})",0.24198520345252775,0.2746609124537608,0.1538224414303329,0.6356687898089172,2.3143766039732068,1.0,0.0873585646497527,1.9908782647685235,0.7492178337969146,0.4239592183517417,0.49770911778160953,0.5978568415935719
"frozenset({'低密度脂蛋白_High', '葡萄糖_High'})","frozenset({'总胆固醇_High', 'Dept_内分泌代谢科'})",0.2746609124537608,0.24198520345252775,0.1538224414303329,0.5600448933782267,2.3143766039732068,1.0,0.0873585646497527,1.7229366931729535,0.7829692534239749,0.4239592183517417,0.4195956218458591,0.5978568415935719
"frozenset({'总胆固醇_High', '葡萄糖_High'})","frozenset({'低密度脂蛋白_High', 'Dept_内分泌代谢科'})",0.1846485819975339,0.3600493218249075,0.1538224414303329,0.8330550918196995,2.313724929677316,1.0,0.08733984470619001,3.8333045622688044,0.6963825571748412,0.3935331230283911,0.739128476812671,0.6301405596084799
"frozenset({'低密度脂蛋白_High', 'Dept_内分泌代谢科'})",frozenset({'总胆固醇_High'}),0.3600493218249075,0.26140567200986436,0.21763255240443896,0.6044520547945206,2.3123142284828124,1.0,0.1235136174761031,1.8672687772564471,0.8868383849962064,0.5389312977099237,0.46445845816086173,0.7184996123029206
frozenset({'总胆固醇_High'}),"frozenset({'低密度脂蛋白_High', 'Dept_内分泌代谢科'})",0.26140567200986436,0.3600493218249075,0.21763255240443896,0.8325471698113207,2.312314228482812,1.0,0.1235136174761031,3.82167728938365,0.7683958627930403,0.5389312977099237,0.738334787508634,0.7184996123029206
"frozenset({'总胆固醇_High', '氯_High'})","frozenset({'低密度脂蛋白_High', 'Dept_内分泌代谢科'})",0.1377928483353884,0.3600493218249075,0.11467324290998766,0.8322147651006712,2.3113910085501517,1.0,0.06506102131450874,3.814106041923552,0.6580322234652335,0.2992759452936444,0.7378153651187751,0.5753539578928013
"frozenset({'总胆固醇_High', '糖化血红蛋白_High'})","frozenset({'低密度脂蛋白_High', 'Dept_内分泌代谢科'})",0.16676942046855733,0.3600493218249075,0.13871763255240444,0.8317929759704251,2.310219532575393,1.0,0.07867241581156752,3.804541943876099,0.6806527726394541,0.3574265289912629,0.737156268809277,0.6085334742865824
"frozenset({'总胆固醇_High', '氯_High', '葡萄糖_High'})",frozenset({'低密度脂蛋白_High'}),0.09247842170160296,0.3856350184956843,0.08230579531442664,0.89,2.307881694644285,1.0,0.046642877451077286,5.58513619549378,0.6244504152418173,0.20794392523364486,0.8209533366783742,0.5517146282973622
"frozenset({'总胆固醇_High', '氯_High', 'Dept_内分泌代谢科', '糖化血红蛋白_High'})",frozenset({'低密度脂蛋白_High'}),0.08384710234278668,0.3856350184956843,0.07459926017262639,0.8897058823529412,2.307119010673814,1.0,0.04226488130985631,5.5702424989724655,0.6184109540282305,0.18891491022638562,0.8204746022844661,0.5415755630789486
"frozenset({'总胆固醇_High', '氯_High', '葡萄糖_High', '糖化血红蛋白_High'})","frozenset({'低密度脂蛋白_High', 'Dept_内分泌代谢科'})",0.07090012330456227,0.3600493218249075,0.05887792848335388,0.8304347826086955,2.3064472900536033,1.0,0.03335038717024391,3.774068102058235,0.6096575492379367,0.15824357912178957,0.7350339281226436,0.49698108993448475
"frozenset({'总胆固醇_High', '骨钙素(N-MID)_Low', '高密度脂蛋白_Low'})","frozenset({'低密度脂蛋白_High', 'Dept_内分泌代谢科'})",0.0690505548705302,0.3600493218249075,0.05733662145499383,0.8303571428571429,2.3062316536203524,1.0,0.03247501600222587,3.7723408397689675,0.6084027629423913,0.15422885572139305,0.7349126066611615,0.49480185909980434
"frozenset({'低密度脂蛋白_High', '骨钙素(N-MID)_Low', '葡萄糖_High'})",frozenset({'总胆固醇_High'}),0.10943279901356351,0.26140567200986436,0.0659679408138101,0.6028169014084506,2.3060589954823274,1.0,0.03736158644774912,1.8595814640886388,0.6359539730139783,0.21638018200202225,0.4622445860471676,0.4275876959872441
"frozenset({'高密度脂蛋白_Low', '总胆固醇_High', '氯_High'})",frozenset({'低密度脂蛋白_High'}),0.09741060419235512,0.3856350184956843,0.08662145499383476,0.8892405063291139,2.3059122322395247,1.0,0.04905651484444012,5.546838118724677,0.6274526962643175,0.21850699844479005,0.8197171111548646,0.5569304050430541
"frozenset({'总胆固醇_High', 'Dept_内分泌代谢科', '葡萄糖_High'})",frozenset({'低密度脂蛋白_High'}),0.17324290998766953,0.3856350184956843,0.1538224414303329,0.8879003558718861,2.3024370539155865,1.0,0.0870139086329918,5.480525708022625,0.6842125713021868,0.3797564687975647,0.8175357523574504,0.6433906255778296
"frozenset({'总胆固醇_High', '氯_High', '葡萄糖_High', '糖化血红蛋白_High'})",frozenset({'低密度脂蛋白_High'}),0.07090012330456227,0.3856350184956843,0.06288532675709001,0.8869565217391303,2.2999895735585443,1.0,0.035543756395188836,5.434767144076633,0.6083473203481791,0.15974941268598278,0.8159994764283685,0.5250130330518193
"frozenset({'总胆固醇_High', '葡萄糖_High'})",frozenset({'低密度脂蛋白_High'}),0.1846485819975339,0.3856350184956843,0.16368680641183725,0.8864774624373958,2.2987473126673956,1.0,0.09247984707801639,5.411832704721846,0.6929287751113391,0.4025777103866566,0.8152197130691979,0.655468947046036
"frozenset({'Dept_内分泌代谢科', '低密度脂蛋白_High', '骨钙素(N-MID)_Low', '葡萄糖_High'})",frozenset({'总胆固醇_High'}),0.10419235511713934,0.26140567200986436,0.06257706535141801,0.6005917159763313,2.2975466115887015,1.0,0.03534059274373177,1.8492213545234506,0.6304401628700939,0.20651068158697863,0.4592318558544318,0.4199892542145808
"frozenset({'总胆固醇_High', '氯_High', '高密度脂蛋白_Low', '糖化血红蛋白_High'})","frozenset({'低密度脂蛋白_High', 'Dept_内分泌代谢科'})",0.06226880394574599,0.3600493218249075,0.05147965474722565,0.8267326732673268,2.2961650617116507,1.0,0.02905981411571168,3.693429628324821,0.6019755361072726,0.13881961762261014,0.7292489364543391,0.4848560626610607
"frozenset({'高密度脂蛋白_Low', '总胆固醇_High', 'Dept_内分泌代谢科'})",frozenset({'低密度脂蛋白_High'}),0.17663378545006164,0.3856350184956843,0.156288532675709,0.8848167539267016,2.294440887080911,1.0,0.08817235955671174,5.333805066696558,0.6851920363137712,0.38496583143507973,0.8125165829092924,0.6450462666516001
